  **** HLS Build v2024.2 5238294
INFO: [HLS 200-2005] Using work_dir /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/MPPI_Float 
INFO: [HLS 200-1505] Using default flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'syn.file=gaussian_noise_gen.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(9)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/gaussian_noise_gen.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(10)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=datatypes.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(11)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/datatypes.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=compute_weight.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(12)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/compute_weight.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(13)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=helper.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(14)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/helper.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=costs.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(15)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/costs.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=smoothning_filter.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(16)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/smoothning_filter.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=nearest_neighbor.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(17)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/nearest_neighbor.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(18)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(19)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=mppi_control.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(20)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/mppi_control.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=dynamics.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(21)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/dynamics.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=clip.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(22)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/clip.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=tb.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(8)
INFO: [HLS 200-10] Adding test bench file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/tb.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.top=calc_control_input' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(23)
INFO: [HLS 200-1465] Applying ini 'flow_target=vivado' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(4)
INFO: [HLS 200-1505] Using flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'part=xczu9eg-ffvb1156-2-e' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(1)
INFO: [HLS 200-1611] Setting target device to 'xczu9eg-ffvb1156-2-e'
INFO: [HLS 200-1465] Applying ini 'clock=5' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(7)
INFO: [SYN 201-201] Setting up clock 'default' with a period of 5ns.
INFO: [HLS 200-1465] Applying ini 'csim.clean=1' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(24)
INFO: [HLS 200-1465] Applying ini 'csim.code_analyzer=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(25)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_address=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(26)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_undefined=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(28)
INFO: [HLS 200-1465] Applying ini 'package.output.format=ip_catalog' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(5)
INFO: [HLS 200-1465] Applying ini 'syn.dataflow.default_channel=fifo' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(27)
INFO: [XFORM 203-701] Set the default channel type in dataflow to FIFO.
INFO: [SIM 211-2] *************** CSIM start ***************
INFO: [SIM 211-4] CSIM will launch CLANG as the compiler.
INFO: [HLS 200-2036] Building debug C Simulation binaries
   Compiling ../../../../tb.cpp in debug mode
   Compiling ../../../../clip.cpp in debug mode
   Compiling ../../../../dynamics.cpp in debug mode
   Compiling ../../../../mppi_control.cpp in debug mode
   Compiling ../../../../ref_path.cpp in debug mode
   Compiling ../../../../nearest_neighbor.cpp in debug mode
   Compiling ../../../../smoothning_filter.cpp in debug mode
   Compiling ../../../../costs.cpp in debug mode
   Compiling ../../../../helper.cpp in debug mode
   Compiling ../../../../globals.cpp in debug mode
   Compiling ../../../../compute_weight.cpp in debug mode
   Compiling ../../../../gaussian_noise_gen.cpp in debug mode
   Generating csim.exe
[INFO] Start simulation of pathtracking with MPPI controller
[INFO] delta_t: 0.04[s], sim_steps: 1000[steps], total_sim_time: 40[s]
Time: 0.00[s], x=0.00000[m], y=0.00000[m], yaw=0.00000[rad], v=0.00000[m/s], steer=0.10180[rad], accel=0.98309[m/s^2]
Time: 7.20[s], x=27.49583[m], y=0.98006[m], yaw=0.32728[rad], v=4.91172[m/s], steer=0.36710[rad], accel=0.36350[m/s^2]
Time: 7.24[s], x=27.68187[m], y=1.04321[m], yaw=0.35750[rad], v=4.92626[m/s], steer=0.36048[rad], accel=0.32698[m/s^2]
Time: 7.28[s], x=27.86646[m], y=1.11217[m], yaw=0.38721[rad], v=4.93934[m/s], steer=0.36287[rad], accel=0.30119[m/s^2]
Time: 7.32[s], x=28.04941[m], y=1.18677[m], yaw=0.41722[rad], v=4.95139[m/s], steer=0.36661[rad], accel=0.28500[m/s^2]
Time: 7.36[s], x=28.23047[m], y=1.26703[m], yaw=0.44764[rad], v=4.96279[m/s], steer=0.36020[rad], accel=0.27641[m/s^2]
Time: 7.40[s], x=28.40943[m], y=1.35295[m], yaw=0.47754[rad], v=4.97384[m/s], steer=0.35578[rad], accel=0.26877[m/s^2]
Time: 7.44[s], x=28.58612[m], y=1.44439[m], yaw=0.50712[rad], v=4.98459[m/s], steer=0.35410[rad], accel=0.26604[m/s^2]
Time: 7.48[s], x=28.76042[m], y=1.54123[m], yaw=0.53660[rad], v=4.99523[m/s], steer=0.33471[rad], accel=0.24369[m/s^2]
Time: 7.52[s], x=28.93214[m], y=1.64337[m], yaw=0.56440[rad], v=5.00498[m/s], steer=0.32222[rad], accel=0.20277[m/s^2]
Time: 7.56[s], x=29.10129[m], y=1.75046[m], yaw=0.59113[rad], v=5.01309[m/s], steer=0.32893[rad], accel=0.16885[m/s^2]
Time: 7.60[s], x=29.26779[m], y=1.86221[m], yaw=0.61851[rad], v=5.01985[m/s], steer=0.34517[rad], accel=0.15202[m/s^2]
Time: 7.64[s], x=29.43139[m], y=1.97864[m], yaw=0.64739[rad], v=5.02593[m/s], steer=0.35816[rad], accel=0.13968[m/s^2]
Time: 7.68[s], x=29.59175[m], y=2.09988[m], yaw=0.67749[rad], v=5.03151[m/s], steer=0.36269[rad], accel=0.13504[m/s^2]
Time: 7.72[s], x=29.74856[m], y=2.22604[m], yaw=0.70804[rad], v=5.03692[m/s], steer=0.35957[rad], accel=0.13455[m/s^2]
Time: 7.76[s], x=29.90161[m], y=2.35707[m], yaw=0.73833[rad], v=5.04230[m/s], steer=0.33564[rad], accel=0.11032[m/s^2]
Time: 7.80[s], x=30.05078[m], y=2.49282[m], yaw=0.76648[rad], v=5.04671[m/s], steer=0.31488[rad], accel=0.07042[m/s^2]
Time: 7.84[s], x=30.19620[m], y=2.63284[m], yaw=0.79278[rad], v=5.04953[m/s], steer=0.31497[rad], accel=0.04364[m/s^2]
Time: 7.88[s], x=30.33796[m], y=2.77671[m], yaw=0.81910[rad], v=5.05127[m/s], steer=0.33082[rad], accel=0.02798[m/s^2]
Time: 7.92[s], x=30.47593[m], y=2.92431[m], yaw=0.84686[rad], v=5.05239[m/s], steer=0.35174[rad], accel=0.02549[m/s^2]
Time: 7.96[s], x=30.60979[m], y=3.07572[m], yaw=0.87653[rad], v=5.05341[m/s], steer=0.36376[rad], accel=0.03219[m/s^2]
Time: 8.00[s], x=30.73912[m], y=3.23107[m], yaw=0.90731[rad], v=5.05470[m/s], steer=0.36572[rad], accel=0.04378[m/s^2]
Time: 8.04[s], x=30.86364[m], y=3.39036[m], yaw=0.93828[rad], v=5.05645[m/s], steer=0.34684[rad], accel=0.04108[m/s^2]
Time: 8.08[s], x=30.98321[m], y=3.55349[m], yaw=0.96752[rad], v=5.05809[m/s], steer=0.32188[rad], accel=0.02148[m/s^2]
Time: 8.12[s], x=31.09800[m], y=3.72010[m], yaw=0.99451[rad], v=5.05895[m/s], steer=0.31239[rad], accel=0.00168[m/s^2]
Time: 8.16[s], x=31.20827[m], y=3.88978[m], yaw=1.02065[rad], v=5.05902[m/s], steer=0.32053[rad], accel=-0.01052[m/s^2]
Time: 8.20[s], x=31.31406[m], y=4.06228[m], yaw=1.04752[rad], v=5.05860[m/s], steer=0.33780[rad], accel=-0.00982[m/s^2]
Time: 8.24[s], x=31.41518[m], y=4.23755[m], yaw=1.07595[rad], v=5.05821[m/s], steer=0.35269[rad], accel=-0.00340[m/s^2]
Time: 8.28[s], x=31.51126[m], y=4.41561[m], yaw=1.10574[rad], v=5.05807[m/s], steer=0.35825[rad], accel=0.00938[m/s^2]
Time: 8.32[s], x=31.60200[m], y=4.59644[m], yaw=1.13604[rad], v=5.05845[m/s], steer=0.35285[rad], accel=0.02211[m/s^2]
Time: 8.36[s], x=31.68722[m], y=4.77996[m], yaw=1.16585[rad], v=5.05933[m/s], steer=0.32972[rad], accel=0.01138[m/s^2]
Time: 8.40[s], x=31.76695[m], y=4.96596[m], yaw=1.19355[rad], v=5.05979[m/s], steer=0.31200[rad], accel=-0.00922[m/s^2]
Time: 8.44[s], x=31.84151[m], y=5.15412[m], yaw=1.21966[rad], v=5.05942[m/s], steer=0.31679[rad], accel=-0.01787[m/s^2]
Time: 8.48[s], x=31.91112[m], y=5.34415[m], yaw=1.24620[rad], v=5.05870[m/s], steer=0.33096[rad], accel=-0.01758[m/s^2]
Time: 8.52[s], x=31.97565[m], y=5.53593[m], yaw=1.27401[rad], v=5.05800[m/s], steer=0.34571[rad], accel=-0.00863[m/s^2]
Time: 8.56[s], x=32.03482[m], y=5.72941[m], yaw=1.30316[rad], v=5.05765[m/s], steer=0.35425[rad], accel=0.00527[m/s^2]
Time: 8.60[s], x=32.08832[m], y=5.92451[m], yaw=1.33309[rad], v=5.05786[m/s], steer=0.35683[rad], accel=0.02361[m/s^2]
Time: 8.64[s], x=32.13596[m], y=6.12114[m], yaw=1.36325[rad], v=5.05881[m/s], steer=0.33960[rad], accel=0.02173[m/s^2]
Time: 8.68[s], x=32.17766[m], y=6.31915[m], yaw=1.39185[rad], v=5.05968[m/s], steer=0.31708[rad], accel=-0.00071[m/s^2]
Time: 8.72[s], x=32.21368[m], y=6.51830[m], yaw=1.41842[rad], v=5.05965[m/s], steer=0.31496[rad], accel=-0.01424[m/s^2]
Time: 8.76[s], x=32.24440[m], y=6.71834[m], yaw=1.44479[rad], v=5.05908[m/s], steer=0.32499[rad], accel=-0.01711[m/s^2]
Time: 8.80[s], x=32.26983[m], y=6.91910[m], yaw=1.47206[rad], v=5.05840[m/s], steer=0.33883[rad], accel=-0.01078[m/s^2]
Time: 8.84[s], x=32.28978[m], y=7.12045[m], yaw=1.50059[rad], v=5.05797[m/s], steer=0.35093[rad], accel=0.00194[m/s^2]
Time: 8.88[s], x=32.30397[m], y=7.32227[m], yaw=1.53021[rad], v=5.05804[m/s], steer=0.35479[rad], accel=0.01541[m/s^2]
Time: 8.92[s], x=32.31218[m], y=7.52443[m], yaw=1.56019[rad], v=5.05866[m/s], steer=0.34782[rad], accel=0.02468[m/s^2]
Time: 8.96[s], x=32.31432[m], y=7.72676[m], yaw=1.58954[rad], v=5.05965[m/s], steer=0.32665[rad], accel=0.01012[m/s^2]
Time: 9.00[s], x=32.31053[m], y=7.92911[m], yaw=1.61697[rad], v=5.06005[m/s], steer=0.31437[rad], accel=-0.00854[m/s^2]
Time: 9.04[s], x=32.30119[m], y=8.13130[m], yaw=1.64329[rad], v=5.05971[m/s], steer=0.31923[rad], accel=-0.01498[m/s^2]
Time: 9.08[s], x=32.28653[m], y=8.33315[m], yaw=1.67005[rad], v=5.05911[m/s], steer=0.33113[rad], accel=-0.01471[m/s^2]
Time: 9.12[s], x=32.26648[m], y=8.53452[m], yaw=1.69788[rad], v=5.05852[m/s], steer=0.34498[rad], accel=-0.00583[m/s^2]
Time: 9.16[s], x=32.24083[m], y=8.73523[m], yaw=1.72696[rad], v=5.05829[m/s], steer=0.34915[rad], accel=0.00184[m/s^2]
Time: 9.20[s], x=32.20936[m], y=8.93510[m], yaw=1.75643[rad], v=5.05836[m/s], steer=0.34775[rad], accel=0.01066[m/s^2]
Time: 9.24[s], x=32.17202[m], y=9.13396[m], yaw=1.78576[rad], v=5.05879[m/s], steer=0.32580[rad], accel=-0.00806[m/s^2]
Time: 9.28[s], x=32.12885[m], y=9.33165[m], yaw=1.81311[rad], v=5.05847[m/s], steer=0.31549[rad], accel=-0.02532[m/s^2]
Time: 9.32[s], x=32.08030[m], y=9.52808[m], yaw=1.83953[rad], v=5.05745[m/s], steer=0.31353[rad], accel=-0.04209[m/s^2]
Time: 9.36[s], x=32.02659[m], y=9.72312[m], yaw=1.86576[rad], v=5.05577[m/s], steer=0.31918[rad], accel=-0.05634[m/s^2]
Time: 9.40[s], x=31.96780[m], y=9.91662[m], yaw=1.89249[rad], v=5.05352[m/s], steer=0.32116[rad], accel=-0.07732[m/s^2]
Time: 9.44[s], x=31.90389[m], y=10.10839[m], yaw=1.91939[rad], v=5.05042[m/s], steer=0.32291[rad], accel=-0.09974[m/s^2]
Time: 9.48[s], x=31.83488[m], y=10.29825[m], yaw=1.94643[rad], v=5.04643[m/s], steer=0.31900[rad], accel=-0.12387[m/s^2]
Time: 9.52[s], x=31.76083[m], y=10.48603[m], yaw=1.97310[rad], v=5.04148[m/s], steer=0.30995[rad], accel=-0.15568[m/s^2]
Time: 9.56[s], x=31.68187[m], y=10.67159[m], yaw=1.99894[rad], v=5.03525[m/s], steer=0.30619[rad], accel=-0.18362[m/s^2]
Time: 9.60[s], x=31.59825[m], y=10.85482[m], yaw=2.02440[rad], v=5.02791[m/s], steer=0.30519[rad], accel=-0.20941[m/s^2]
Time: 9.64[s], x=31.51012[m], y=11.03560[m], yaw=2.04975[rad], v=5.01953[m/s], steer=0.30419[rad], accel=-0.24398[m/s^2]
Time: 9.68[s], x=31.41759[m], y=11.21379[m], yaw=2.07496[rad], v=5.00977[m/s], steer=0.30660[rad], accel=-0.27171[m/s^2]
Time: 9.72[s], x=31.32079[m], y=11.38925[m], yaw=2.10034[rad], v=4.99890[m/s], steer=0.30224[rad], accel=-0.31248[m/s^2]
Time: 9.76[s], x=31.21978[m], y=11.56182[m], yaw=2.12527[rad], v=4.98640[m/s], steer=0.30093[rad], accel=-0.34288[m/s^2]
Time: 9.80[s], x=31.11477[m], y=11.73139[m], yaw=2.15003[rad], v=4.97269[m/s], steer=0.29974[rad], accel=-0.36335[m/s^2]
Time: 9.84[s], x=31.00589[m], y=11.89785[m], yaw=2.17462[rad], v=4.95815[m/s], steer=0.29850[rad], accel=-0.37866[m/s^2]
Time: 9.88[s], x=30.89328[m], y=12.06111[m], yaw=2.19903[rad], v=4.94301[m/s], steer=0.29338[rad], accel=-0.39849[m/s^2]
Time: 9.92[s], x=30.77707[m], y=12.22108[m], yaw=2.22292[rad], v=4.92707[m/s], steer=0.28534[rad], accel=-0.42049[m/s^2]
Time: 9.96[s], x=30.65747[m], y=12.37772[m], yaw=2.24605[rad], v=4.91025[m/s], steer=0.28039[rad], accel=-0.43113[m/s^2]
Time: 10.00[s], x=30.53469[m], y=12.53103[m], yaw=2.26867[rad], v=4.89300[m/s], steer=0.27461[rad], accel=-0.43896[m/s^2]
Time: 10.04[s], x=30.40893[m], y=12.68099[m], yaw=2.29073[rad], v=4.87545[m/s], steer=0.26806[rad], accel=-0.44215[m/s^2]
Time: 10.08[s], x=30.28034[m], y=12.82761[m], yaw=2.31216[rad], v=4.85776[m/s], steer=0.26049[rad], accel=-0.44001[m/s^2]
Time: 10.12[s], x=30.14913[m], y=12.97093[m], yaw=2.33287[rad], v=4.84016[m/s], steer=0.25418[rad], accel=-0.42823[m/s^2]
Time: 10.16[s], x=30.01546[m], y=13.11098[m], yaw=2.35299[rad], v=4.82303[m/s], steer=0.24532[rad], accel=-0.41591[m/s^2]
Time: 10.20[s], x=29.87948[m], y=13.24783[m], yaw=2.37231[rad], v=4.80639[m/s], steer=0.23442[rad], accel=-0.40032[m/s^2]
Time: 10.24[s], x=29.74136[m], y=13.38157[m], yaw=2.39068[rad], v=4.79038[m/s], steer=0.22067[rad], accel=-0.38062[m/s^2]
Time: 10.28[s], x=29.60128[m], y=13.51231[m], yaw=2.40787[rad], v=4.77516[m/s], steer=0.20677[rad], accel=-0.35664[m/s^2]
Time: 10.32[s], x=29.45942[m], y=13.64021[m], yaw=2.42390[rad], v=4.76089[m/s], steer=0.19521[rad], accel=-0.32679[m/s^2]
Time: 10.36[s], x=29.31596[m], y=13.76545[m], yaw=2.43896[rad], v=4.74782[m/s], steer=0.18371[rad], accel=-0.29899[m/s^2]
Time: 10.40[s], x=29.17103[m], y=13.88818[m], yaw=2.45308[rad], v=4.73586[m/s], steer=0.17057[rad], accel=-0.27005[m/s^2]
@E Simulation failed: SIGSEGV.
ERROR: [SIM 211-100] CSim failed with errors.
INFO: [SIM 211-3] *************** CSIM finish ***************
ERROR: 4
INFO: [HLS 200-112] Total CPU user time: 434.9 seconds. Total CPU system time: 1.56 seconds. Total elapsed time: 437.91 seconds; peak allocated memory: 658.457 MB.
