  **** HLS Build v2024.2 5238294
INFO: [HLS 200-2005] Using work_dir /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/MPPI_Float 
INFO: [HLS 200-1505] Using default flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'syn.file=gaussian_noise_gen.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(9)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/gaussian_noise_gen.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(10)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=datatypes.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(11)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/datatypes.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=compute_weight.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(12)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/compute_weight.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(13)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=helper.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(14)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/helper.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=costs.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(15)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/costs.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=smoothning_filter.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(16)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/smoothning_filter.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=nearest_neighbor.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(17)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/nearest_neighbor.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(18)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(19)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=mppi_control.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(20)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/mppi_control.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=dynamics.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(21)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/dynamics.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=clip.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(22)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/clip.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=tb.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(8)
INFO: [HLS 200-10] Adding test bench file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/tb.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.top=calc_control_input' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(23)
INFO: [HLS 200-1465] Applying ini 'flow_target=vivado' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(4)
INFO: [HLS 200-1505] Using flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'part=xczu9eg-ffvb1156-2-e' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(1)
INFO: [HLS 200-1611] Setting target device to 'xczu9eg-ffvb1156-2-e'
INFO: [HLS 200-1465] Applying ini 'clock=5' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(7)
INFO: [SYN 201-201] Setting up clock 'default' with a period of 5ns.
INFO: [HLS 200-1465] Applying ini 'csim.clean=1' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(24)
INFO: [HLS 200-1465] Applying ini 'csim.code_analyzer=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(25)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_address=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(26)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_undefined=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(28)
INFO: [HLS 200-1465] Applying ini 'package.output.format=ip_catalog' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(5)
INFO: [HLS 200-1465] Applying ini 'syn.dataflow.default_channel=fifo' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(27)
INFO: [XFORM 203-701] Set the default channel type in dataflow to FIFO.
INFO: [SIM 211-2] *************** CSIM start ***************
INFO: [SIM 211-4] CSIM will launch CLANG as the compiler.
INFO: [HLS 200-2036] Building debug C Simulation binaries
   Compiling ../../../../tb.cpp in debug mode
   Compiling ../../../../clip.cpp in debug mode
   Compiling ../../../../dynamics.cpp in debug mode
   Compiling ../../../../mppi_control.cpp in debug mode
   Compiling ../../../../ref_path.cpp in debug mode
   Compiling ../../../../nearest_neighbor.cpp in debug mode
   Compiling ../../../../smoothning_filter.cpp in debug mode
   Compiling ../../../../costs.cpp in debug mode
   Compiling ../../../../helper.cpp in debug mode
   Compiling ../../../../globals.cpp in debug mode
   Compiling ../../../../compute_weight.cpp in debug mode
   Compiling ../../../../gaussian_noise_gen.cpp in debug mode
   Generating csim.exe
[INFO] Start simulation of pathtracking with MPPI controller
[INFO] delta_t: 0.04[s], sim_steps: 1000[steps], total_sim_time: 40[s]
Time: 0.00[s], x=0.00000[m], y=0.00000[m], yaw=0.00000[rad], v=5.00000[m/s], steer=0.33950[rad], accel=-0.09020[m/s^2]
Time: 7.16[s], x=32.50680[m], y=5.47475[m], yaw=1.34967[rad], v=4.83998[m/s], steer=0.21976[rad], accel=0.07469[m/s^2]
Time: 7.20[s], x=32.54926[m], y=5.66363[m], yaw=1.36697[rad], v=4.84297[m/s], steer=0.21667[rad], accel=0.06978[m/s^2]
Time: 7.24[s], x=32.58847[m], y=5.85334[m], yaw=1.38402[rad], v=4.84576[m/s], steer=0.22051[rad], accel=0.06774[m/s^2]
Time: 7.28[s], x=32.62446[m], y=6.04380[m], yaw=1.40140[rad], v=4.84847[m/s], steer=0.22641[rad], accel=0.06467[m/s^2]
Time: 7.32[s], x=32.65716[m], y=6.23496[m], yaw=1.41927[rad], v=4.85106[m/s], steer=0.23473[rad], accel=0.06231[m/s^2]
Time: 7.36[s], x=32.68645[m], y=6.42678[m], yaw=1.43783[rad], v=4.85355[m/s], steer=0.24540[rad], accel=0.06146[m/s^2]
Time: 7.40[s], x=32.71218[m], y=6.61921[m], yaw=1.45728[rad], v=4.85601[m/s], steer=0.25339[rad], accel=0.05765[m/s^2]
Time: 7.44[s], x=32.73419[m], y=6.81220[m], yaw=1.47740[rad], v=4.85832[m/s], steer=0.26134[rad], accel=0.05328[m/s^2]
Time: 7.48[s], x=32.75231[m], y=7.00569[m], yaw=1.49819[rad], v=4.86045[m/s], steer=0.26974[rad], accel=0.04917[m/s^2]
Time: 7.52[s], x=32.76641[m], y=7.19959[m], yaw=1.51969[rad], v=4.86241[m/s], steer=0.27953[rad], accel=0.04612[m/s^2]
Time: 7.56[s], x=32.77635[m], y=7.39383[m], yaw=1.54203[rad], v=4.86426[m/s], steer=0.29059[rad], accel=0.04502[m/s^2]
Time: 7.60[s], x=32.78194[m], y=7.58832[m], yaw=1.56530[rad], v=4.86606[m/s], steer=0.29751[rad], accel=0.04201[m/s^2]
Time: 7.64[s], x=32.78301[m], y=7.78296[m], yaw=1.58917[rad], v=4.86774[m/s], steer=0.30300[rad], accel=0.03859[m/s^2]
Time: 7.68[s], x=32.77943[m], y=7.97764[m], yaw=1.61352[rad], v=4.86928[m/s], steer=0.30841[rad], accel=0.03624[m/s^2]
Time: 7.72[s], x=32.77111[m], y=8.17223[m], yaw=1.63834[rad], v=4.87073[m/s], steer=0.31427[rad], accel=0.03534[m/s^2]
Time: 7.76[s], x=32.75797[m], y=8.36662[m], yaw=1.66367[rad], v=4.87215[m/s], steer=0.31616[rad], accel=0.03191[m/s^2]
Time: 7.80[s], x=32.73989[m], y=8.56067[m], yaw=1.68917[rad], v=4.87342[m/s], steer=0.31673[rad], accel=0.02782[m/s^2]
Time: 7.84[s], x=32.71687[m], y=8.75424[m], yaw=1.71473[rad], v=4.87454[m/s], steer=0.31785[rad], accel=0.02399[m/s^2]
Time: 7.88[s], x=32.68890[m], y=8.94720[m], yaw=1.74039[rad], v=4.87550[m/s], steer=0.32290[rad], accel=0.02518[m/s^2]
Time: 7.92[s], x=32.65598[m], y=9.13943[m], yaw=1.76649[rad], v=4.87650[m/s], steer=0.32734[rad], accel=0.02772[m/s^2]
Time: 7.96[s], x=32.61805[m], y=9.33076[m], yaw=1.79299[rad], v=4.87761[m/s], steer=0.32695[rad], accel=0.02754[m/s^2]
Time: 8.00[s], x=32.57506[m], y=9.52107[m], yaw=1.81945[rad], v=4.87871[m/s], steer=0.32521[rad], accel=0.02645[m/s^2]
Time: 8.04[s], x=32.52703[m], y=9.71022[m], yaw=1.84577[rad], v=4.87977[m/s], steer=0.32379[rad], accel=0.02536[m/s^2]
Time: 8.08[s], x=32.47403[m], y=9.89808[m], yaw=1.87198[rad], v=4.88079[m/s], steer=0.32357[rad], accel=0.02525[m/s^2]
Time: 8.12[s], x=32.41612[m], y=10.08452[m], yaw=1.89816[rad], v=4.88180[m/s], steer=0.32471[rad], accel=0.02669[m/s^2]
Time: 8.16[s], x=32.35333[m], y=10.26942[m], yaw=1.92446[rad], v=4.88286[m/s], steer=0.32276[rad], accel=0.02545[m/s^2]
Time: 8.20[s], x=32.28568[m], y=10.45265[m], yaw=1.95059[rad], v=4.88388[m/s], steer=0.32033[rad], accel=0.02312[m/s^2]
Time: 8.24[s], x=32.21326[m], y=10.63408[m], yaw=1.97651[rad], v=4.88481[m/s], steer=0.31854[rad], accel=0.02107[m/s^2]
Time: 8.28[s], x=32.13614[m], y=10.81361[m], yaw=2.00229[rad], v=4.88565[m/s], steer=0.31826[rad], accel=0.02043[m/s^2]
Time: 8.32[s], x=32.05441[m], y=10.99113[m], yaw=2.02804[rad], v=4.88647[m/s], steer=0.31525[rad], accel=0.01728[m/s^2]
Time: 8.36[s], x=31.96812[m], y=11.16650[m], yaw=2.05354[rad], v=4.88716[m/s], steer=0.31209[rad], accel=0.01319[m/s^2]
Time: 8.40[s], x=31.87738[m], y=11.33965[m], yaw=2.07876[rad], v=4.88769[m/s], steer=0.31406[rad], accel=0.01350[m/s^2]
Time: 8.44[s], x=31.78228[m], y=11.51047[m], yaw=2.10417[rad], v=4.88823[m/s], steer=0.31586[rad], accel=0.01399[m/s^2]
Time: 8.48[s], x=31.68287[m], y=11.67884[m], yaw=2.12973[rad], v=4.88879[m/s], steer=0.31797[rad], accel=0.01601[m/s^2]
Time: 8.52[s], x=31.57917[m], y=11.84464[m], yaw=2.15547[rad], v=4.88943[m/s], steer=0.31622[rad], accel=0.01519[m/s^2]
Time: 8.56[s], x=31.47123[m], y=12.00773[m], yaw=2.18107[rad], v=4.89003[m/s], steer=0.31400[rad], accel=0.01346[m/s^2]
Time: 8.60[s], x=31.35913[m], y=12.16802[m], yaw=2.20648[rad], v=4.89057[m/s], steer=0.31273[rad], accel=0.01191[m/s^2]
Time: 8.64[s], x=31.24298[m], y=12.32543[m], yaw=2.23178[rad], v=4.89105[m/s], steer=0.31287[rad], accel=0.01121[m/s^2]
Time: 8.68[s], x=31.12288[m], y=12.47987[m], yaw=2.25709[rad], v=4.89150[m/s], steer=0.31517[rad], accel=0.01216[m/s^2]
Time: 8.72[s], x=30.99890[m], y=12.63123[m], yaw=2.28261[rad], v=4.89198[m/s], steer=0.31439[rad], accel=0.01047[m/s^2]
Time: 8.76[s], x=30.87108[m], y=12.77940[m], yaw=2.30806[rad], v=4.89240[m/s], steer=0.31251[rad], accel=0.00806[m/s^2]
Time: 8.80[s], x=30.73952[m], y=12.92427[m], yaw=2.33335[rad], v=4.89272[m/s], steer=0.31008[rad], accel=0.00606[m/s^2]
Time: 8.84[s], x=30.60433[m], y=13.06578[m], yaw=2.35844[rad], v=4.89297[m/s], steer=0.30703[rad], accel=0.00591[m/s^2]
Time: 8.88[s], x=30.46562[m], y=13.20387[m], yaw=2.38326[rad], v=4.89320[m/s], steer=0.30291[rad], accel=0.00808[m/s^2]
Time: 8.92[s], x=30.32353[m], y=13.33847[m], yaw=2.40773[rad], v=4.89353[m/s], steer=0.29489[rad], accel=0.00856[m/s^2]
Time: 8.96[s], x=30.17817[m], y=13.46957[m], yaw=2.43151[rad], v=4.89387[m/s], steer=0.28417[rad], accel=0.00887[m/s^2]
Time: 9.00[s], x=30.02973[m], y=13.59718[m], yaw=2.45438[rad], v=4.89422[m/s], steer=0.27080[rad], accel=0.00963[m/s^2]
Time: 9.04[s], x=29.87840[m], y=13.72137[m], yaw=2.47612[rad], v=4.89461[m/s], steer=0.25497[rad], accel=0.01208[m/s^2]
Time: 9.08[s], x=29.72439[m], y=13.84226[m], yaw=2.49653[rad], v=4.89509[m/s], steer=0.23701[rad], accel=0.01680[m/s^2]
Time: 9.12[s], x=29.56793[m], y=13.95998[m], yaw=2.51545[rad], v=4.89576[m/s], steer=0.21643[rad], accel=0.01950[m/s^2]
Time: 9.16[s], x=29.40925[m], y=14.07475[m], yaw=2.53267[rad], v=4.89654[m/s], steer=0.19449[rad], accel=0.02151[m/s^2]
Time: 9.20[s], x=29.24859[m], y=14.18678[m], yaw=2.54810[rad], v=4.89741[m/s], steer=0.17157[rad], accel=0.02353[m/s^2]
Time: 9.24[s], x=29.08619[m], y=14.29633[m], yaw=2.56168[rad], v=4.89835[m/s], steer=0.14816[rad], accel=0.02663[m/s^2]
Time: 9.28[s], x=28.92229[m], y=14.40369[m], yaw=2.57338[rad], v=4.89941[m/s], steer=0.12478[rad], accel=0.02331[m/s^2]
Time: 9.32[s], x=28.75711[m], y=14.50915[m], yaw=2.58321[rad], v=4.90034[m/s], steer=0.10242[rad], accel=0.01942[m/s^2]
Time: 9.36[s], x=28.59087[m], y=14.61300[m], yaw=2.59127[rad], v=4.90112[m/s], steer=0.08154[rad], accel=0.01570[m/s^2]
Time: 9.40[s], x=28.42377[m], y=14.71553[m], yaw=2.59768[rad], v=4.90175[m/s], steer=0.06237[rad], accel=0.01354[m/s^2]
Time: 9.44[s], x=28.25599[m], y=14.81699[m], yaw=2.60258[rad], v=4.90229[m/s], steer=0.04498[rad], accel=0.01396[m/s^2]
Time: 9.48[s], x=28.08770[m], y=14.91764[m], yaw=2.60611[rad], v=4.90285[m/s], steer=0.02976[rad], accel=0.01247[m/s^2]
Time: 9.52[s], x=27.91904[m], y=15.01771[m], yaw=2.60844[rad], v=4.90335[m/s], steer=0.01701[rad], accel=0.01116[m/s^2]
Time: 9.56[s], x=27.75013[m], y=15.11740[m], yaw=2.60978[rad], v=4.90379[m/s], steer=0.00633[rad], accel=0.01056[m/s^2]
Time: 9.60[s], x=27.58107[m], y=15.21687[m], yaw=2.61027[rad], v=4.90422[m/s], steer=-0.00226[rad], accel=0.01200[m/s^2]
Time: 9.64[s], x=27.41194[m], y=15.31626[m], yaw=2.61010[rad], v=4.90470[m/s], steer=-0.00885[rad], accel=0.01598[m/s^2]
Time: 9.68[s], x=27.24282[m], y=15.41569[m], yaw=2.60940[rad], v=4.90533[m/s], steer=-0.01343[rad], accel=0.01798[m/s^2]
Time: 9.72[s], x=27.07374[m], y=15.51525[m], yaw=2.60835[rad], v=4.90605[m/s], steer=-0.01644[rad], accel=0.01940[m/s^2]
Time: 9.76[s], x=26.90474[m], y=15.61501[m], yaw=2.60706[rad], v=4.90683[m/s], steer=-0.01823[rad], accel=0.02103[m/s^2]
Time: 9.80[s], x=26.73585[m], y=15.71500[m], yaw=2.60563[rad], v=4.90767[m/s], steer=-0.01906[rad], accel=0.02383[m/s^2]
Time: 9.84[s], x=26.56707[m], y=15.81525[m], yaw=2.60413[rad], v=4.90862[m/s], steer=-0.01888[rad], accel=0.02040[m/s^2]
Time: 9.88[s], x=26.39841[m], y=15.91577[m], yaw=2.60265[rad], v=4.90944[m/s], steer=-0.01785[rad], accel=0.01650[m/s^2]
Time: 9.92[s], x=26.22987[m], y=16.01655[m], yaw=2.60124[rad], v=4.91010[m/s], steer=-0.01630[rad], accel=0.01278[m/s^2]
Time: 9.96[s], x=26.06144[m], y=16.11759[m], yaw=2.59996[rad], v=4.91061[m/s], steer=-0.01440[rad], accel=0.01056[m/s^2]
Time: 10.00[s], x=25.89313[m], y=16.21885[m], yaw=2.59883[rad], v=4.91103[m/s], steer=-0.01239[rad], accel=0.01087[m/s^2]
Time: 10.04[s], x=25.72492[m], y=16.32031[m], yaw=2.59786[rad], v=4.91147[m/s], steer=-0.01046[rad], accel=0.00929[m/s^2]
Time: 10.08[s], x=25.55680[m], y=16.42195[m], yaw=2.59704[rad], v=4.91184[m/s], steer=-0.00849[rad], accel=0.00789[m/s^2]
Time: 10.12[s], x=25.38874[m], y=16.52373[m], yaw=2.59637[rad], v=4.91216[m/s], steer=-0.00673[rad], accel=0.00716[m/s^2]
Time: 10.16[s], x=25.22075[m], y=16.62563[m], yaw=2.59584[rad], v=4.91244[m/s], steer=-0.00508[rad], accel=0.00838[m/s^2]
Time: 10.20[s], x=25.05279[m], y=16.72762[m], yaw=2.59544[rad], v=4.91278[m/s], steer=-0.00354[rad], accel=0.01207[m/s^2]
Time: 10.24[s], x=24.88487[m], y=16.82969[m], yaw=2.59516[rad], v=4.91326[m/s], steer=-0.00212[rad], accel=0.01374[m/s^2]
Time: 10.28[s], x=24.71695[m], y=16.93182[m], yaw=2.59500[rad], v=4.91381[m/s], steer=-0.00092[rad], accel=0.01481[m/s^2]
Time: 10.32[s], x=24.54904[m], y=17.03398[m], yaw=2.59492[rad], v=4.91440[m/s], steer=-0.00004[rad], accel=0.01608[m/s^2]
Time: 10.36[s], x=24.38111[m], y=17.13617[m], yaw=2.59492[rad], v=4.91504[m/s], steer=0.00053[rad], accel=0.01853[m/s^2]
Time: 10.40[s], x=24.21316[m], y=17.23837[m], yaw=2.59496[rad], v=4.91579[m/s], steer=0.00089[rad], accel=0.01794[m/s^2]
Time: 10.44[s], x=24.04518[m], y=17.34058[m], yaw=2.59503[rad], v=4.91650[m/s], steer=0.00129[rad], accel=0.01597[m/s^2]
Time: 10.48[s], x=23.87717[m], y=17.44280[m], yaw=2.59513[rad], v=4.91714[m/s], steer=0.00162[rad], accel=0.01355[m/s^2]
Time: 10.52[s], x=23.70913[m], y=17.54501[m], yaw=2.59526[rad], v=4.91768[m/s], steer=0.00179[rad], accel=0.00993[m/s^2]
Time: 10.56[s], x=23.54106[m], y=17.64721[m], yaw=2.59540[rad], v=4.91808[m/s], steer=0.00180[rad], accel=0.00896[m/s^2]
Time: 10.60[s], x=23.37295[m], y=17.74939[m], yaw=2.59554[rad], v=4.91844[m/s], steer=0.00165[rad], accel=0.00615[m/s^2]
Time: 10.64[s], x=23.20482[m], y=17.85156[m], yaw=2.59567[rad], v=4.91869[m/s], steer=0.00158[rad], accel=0.00341[m/s^2]
Time: 10.68[s], x=23.03667[m], y=17.95371[m], yaw=2.59580[rad], v=4.91882[m/s], steer=0.00140[rad], accel=0.00138[m/s^2]
Time: 10.72[s], x=22.86851[m], y=18.05585[m], yaw=2.59591[rad], v=4.91888[m/s], steer=0.00119[rad], accel=0.00123[m/s^2]
Time: 10.76[s], x=22.70033[m], y=18.15796[m], yaw=2.59600[rad], v=4.91893[m/s], steer=0.00102[rad], accel=0.00385[m/s^2]
Time: 10.80[s], x=22.53214[m], y=18.26007[m], yaw=2.59608[rad], v=4.91908[m/s], steer=0.00088[rad], accel=0.00473[m/s^2]
Time: 10.84[s], x=22.36393[m], y=18.36216[m], yaw=2.59615[rad], v=4.91927[m/s], steer=0.00074[rad], accel=0.00541[m/s^2]
Time: 10.88[s], x=22.19571[m], y=18.46424[m], yaw=2.59621[rad], v=4.91949[m/s], steer=0.00055[rad], accel=0.00635[m/s^2]
Time: 10.92[s], x=22.02748[m], y=18.56632[m], yaw=2.59625[rad], v=4.91974[m/s], steer=0.00035[rad], accel=0.00861[m/s^2]
Time: 10.96[s], x=21.85923[m], y=18.66839[m], yaw=2.59628[rad], v=4.92008[m/s], steer=0.00015[rad], accel=0.01288[m/s^2]
Time: 11.00[s], x=21.69097[m], y=18.77047[m], yaw=2.59629[rad], v=4.92060[m/s], steer=0.00010[rad], accel=0.01489[m/s^2]
Time: 11.04[s], x=21.52269[m], y=18.87256[m], yaw=2.59630[rad], v=4.92120[m/s], steer=0.00005[rad], accel=0.01164[m/s^2]
Time: 11.08[s], x=21.35439[m], y=18.97466[m], yaw=2.59630[rad], v=4.92166[m/s], steer=-0.00007[rad], accel=0.00931[m/s^2]
Time: 11.12[s], x=21.18608[m], y=19.07677[m], yaw=2.59630[rad], v=4.92203[m/s], steer=-0.00014[rad], accel=0.00875[m/s^2]
Time: 11.16[s], x=21.01775[m], y=19.17888[m], yaw=2.59629[rad], v=4.92238[m/s], steer=-0.00016[rad], accel=0.00591[m/s^2]
Time: 11.20[s], x=20.84941[m], y=19.28101[m], yaw=2.59628[rad], v=4.92262[m/s], steer=-0.00011[rad], accel=0.00242[m/s^2]
Time: 11.24[s], x=20.68106[m], y=19.38314[m], yaw=2.59627[rad], v=4.92272[m/s], steer=-0.00006[rad], accel=-0.00081[m/s^2]
Time: 11.28[s], x=20.51271[m], y=19.48528[m], yaw=2.59626[rad], v=4.92268[m/s], steer=-0.00002[rad], accel=-0.00238[m/s^2]
Time: 11.32[s], x=20.34437[m], y=19.58741[m], yaw=2.59626[rad], v=4.92259[m/s], steer=-0.00010[rad], accel=-0.00127[m/s^2]
Time: 11.36[s], x=20.17602[m], y=19.68955[m], yaw=2.59625[rad], v=4.92254[m/s], steer=-0.00024[rad], accel=-0.00174[m/s^2]
Time: 11.40[s], x=20.00768[m], y=19.79168[m], yaw=2.59623[rad], v=4.92247[m/s], steer=-0.00020[rad], accel=-0.00214[m/s^2]
Time: 11.44[s], x=19.83935[m], y=19.89382[m], yaw=2.59622[rad], v=4.92238[m/s], steer=-0.00014[rad], accel=-0.00209[m/s^2]
Time: 11.48[s], x=19.67101[m], y=19.99596[m], yaw=2.59621[rad], v=4.92230[m/s], steer=-0.00011[rad], accel=-0.00053[m/s^2]
Time: 11.52[s], x=19.50268[m], y=20.09809[m], yaw=2.59620[rad], v=4.92228[m/s], steer=-0.00008[rad], accel=0.00348[m/s^2]
Time: 11.56[s], x=19.33436[m], y=20.20023[m], yaw=2.59619[rad], v=4.92242[m/s], steer=-0.00009[rad], accel=0.00536[m/s^2]
Time: 11.60[s], x=19.16603[m], y=20.30237[m], yaw=2.59619[rad], v=4.92263[m/s], steer=-0.00009[rad], accel=0.00666[m/s^2]
Time: 11.64[s], x=18.99769[m], y=20.40452[m], yaw=2.59618[rad], v=4.92290[m/s], steer=-0.00008[rad], accel=0.00806[m/s^2]
Time: 11.68[s], x=18.82934[m], y=20.50668[m], yaw=2.59617[rad], v=4.92322[m/s], steer=-0.00010[rad], accel=0.01054[m/s^2]
Time: 11.72[s], x=18.66099[m], y=20.60884[m], yaw=2.59616[rad], v=4.92364[m/s], steer=-0.00012[rad], accel=0.00990[m/s^2]
Time: 11.76[s], x=18.49262[m], y=20.71101[m], yaw=2.59616[rad], v=4.92404[m/s], steer=-0.00005[rad], accel=0.00503[m/s^2]
Time: 11.80[s], x=18.32423[m], y=20.81319[m], yaw=2.59615[rad], v=4.92424[m/s], steer=0.00003[rad], accel=0.00063[m/s^2]
Time: 11.84[s], x=18.15585[m], y=20.91538[m], yaw=2.59615[rad], v=4.92426[m/s], steer=0.00007[rad], accel=-0.00230[m/s^2]
