  **** HLS Build v2024.2 5238294
INFO: [HLS 200-2005] Using work_dir /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/MPPI_Float 
INFO: [HLS 200-1505] Using default flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'syn.file=gaussian_noise_gen.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(9)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/gaussian_noise_gen.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(10)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=datatypes.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(11)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/datatypes.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=compute_weight.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(12)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/compute_weight.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(13)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=helper.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(14)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/helper.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=costs.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(15)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/costs.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=smoothning_filter.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(16)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/smoothning_filter.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=nearest_neighbor.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(17)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/nearest_neighbor.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(18)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(19)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=mppi_control.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(20)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/mppi_control.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=dynamics.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(21)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/dynamics.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=clip.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(22)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/clip.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=tb.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(8)
INFO: [HLS 200-10] Adding test bench file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/tb.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.top=calc_control_input' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(23)
INFO: [HLS 200-1465] Applying ini 'flow_target=vivado' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(4)
INFO: [HLS 200-1505] Using flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'part=xczu9eg-ffvb1156-2-e' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(1)
INFO: [HLS 200-1611] Setting target device to 'xczu9eg-ffvb1156-2-e'
INFO: [HLS 200-1465] Applying ini 'clock=5' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(7)
INFO: [SYN 201-201] Setting up clock 'default' with a period of 5ns.
INFO: [HLS 200-1465] Applying ini 'csim.clean=1' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(24)
INFO: [HLS 200-1465] Applying ini 'csim.code_analyzer=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(25)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_address=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(26)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_undefined=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(28)
INFO: [HLS 200-1465] Applying ini 'package.output.format=ip_catalog' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(5)
INFO: [HLS 200-1465] Applying ini 'syn.dataflow.default_channel=fifo' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(27)
INFO: [XFORM 203-701] Set the default channel type in dataflow to FIFO.
INFO: [SIM 211-2] *************** CSIM start ***************
INFO: [SIM 211-4] CSIM will launch CLANG as the compiler.
INFO: [HLS 200-2036] Building debug C Simulation binaries
   Compiling ../../../../tb.cpp in debug mode
   Compiling ../../../../clip.cpp in debug mode
   Compiling ../../../../dynamics.cpp in debug mode
   Compiling ../../../../mppi_control.cpp in debug mode
   Compiling ../../../../ref_path.cpp in debug mode
   Compiling ../../../../nearest_neighbor.cpp in debug mode
   Compiling ../../../../smoothning_filter.cpp in debug mode
   Compiling ../../../../costs.cpp in debug mode
   Compiling ../../../../helper.cpp in debug mode
   Compiling ../../../../globals.cpp in debug mode
   Compiling ../../../../compute_weight.cpp in debug mode
   Compiling ../../../../gaussian_noise_gen.cpp in debug mode
   Generating csim.exe
[INFO] Start simulation of pathtracking with MPPI controller
[INFO] delta_t: 0.04[s], sim_steps: 1000[steps], total_sim_time: 40[s]
Time: 0.00[s], x=0.00000[m], y=0.00000[m], yaw=0.00000[rad], v=5.00000[m/s], steer=0.33950[rad], accel=-0.09020[m/s^2]
Time: 16.56[s], x=5.66959[m], y=19.14105[m], yaw=5.14485[rad], v=5.27631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.60[s], x=5.75804[m], y=18.94943[m], yaw=5.19352[rad], v=5.35631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.64[s], x=5.85720[m], y=18.75950[m], yaw=5.24293[rad], v=5.43631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.68[s], x=5.96723[m], y=18.57194[m], yaw=5.29308[rad], v=5.51631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.72[s], x=6.08828[m], y=18.38745[m], yaw=5.34397[rad], v=5.59631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.76[s], x=6.22045[m], y=18.20679[m], yaw=5.39559[rad], v=5.67631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.80[s], x=6.36378[m], y=18.03069[m], yaw=5.44796[rad], v=5.75631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.84[s], x=6.51828[m], y=17.85997[m], yaw=5.50106[rad], v=5.83631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.88[s], x=6.68390[m], y=17.69544[m], yaw=5.55490[rad], v=5.91631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.92[s], x=6.86052[m], y=17.53792[m], yaw=5.60947[rad], v=5.99631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 16.96[s], x=7.04796[m], y=17.38828[m], yaw=5.66479[rad], v=6.07631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.00[s], x=7.24600[m], y=17.24738[m], yaw=5.72084[rad], v=6.15631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.04[s], x=7.45434[m], y=17.11608[m], yaw=5.77763[rad], v=6.23631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.08[s], x=7.67258[m], y=16.99527[m], yaw=5.83516[rad], v=6.31631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.12[s], x=7.90030[m], y=16.88583[m], yaw=5.89343[rad], v=6.39631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.16[s], x=8.13696[m], y=16.78861[m], yaw=5.95243[rad], v=6.47631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.20[s], x=8.38198[m], y=16.70449[m], yaw=6.01218[rad], v=6.55631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.24[s], x=8.63466[m], y=16.63428[m], yaw=6.07266[rad], v=6.63631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.28[s], x=8.89425[m], y=16.57881[m], yaw=6.13388[rad], v=6.71631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.32[s], x=9.15991[m], y=16.53885[m], yaw=6.19583[rad], v=6.79631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.36[s], x=9.43073[m], y=16.51513[m], yaw=6.25853[rad], v=6.87631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.40[s], x=9.70570[m], y=16.50835[m], yaw=6.32196[rad], v=6.95631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.44[s], x=9.98374[m], y=16.51913[m], yaw=6.38613[rad], v=7.03631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 17.48[s], x=10.26370[m], y=16.54806[m], yaw=6.45104[rad], v=7.11631[m/s], steer=0.46557[rad], accel=2.00000[m/s^2]
Time: 17.52[s], x=10.54435[m], y=16.59561[m], yaw=6.50824[rad], v=7.19631[m/s], steer=0.24340[rad], accel=2.00000[m/s^2]
Time: 17.56[s], x=10.82495[m], y=16.65985[m], yaw=6.53684[rad], v=7.27631[m/s], steer=0.03711[rad], accel=2.00000[m/s^2]
Time: 17.60[s], x=11.10669[m], y=16.73289[m], yaw=6.54116[rad], v=7.35631[m/s], steer=-0.16349[rad], accel=2.00000[m/s^2]
Time: 17.64[s], x=11.39120[m], y=16.80796[m], yaw=6.52174[rad], v=7.43631[m/s], steer=-0.24915[rad], accel=2.00000[m/s^2]
Time: 17.68[s], x=11.68023[m], y=16.87824[m], yaw=6.49147[rad], v=7.51631[m/s], steer=-0.19174[rad], accel=2.00000[m/s^2]
Time: 17.72[s], x=11.97438[m], y=16.94041[m], yaw=6.46812[rad], v=7.59631[m/s], steer=-0.09800[rad], accel=2.00000[m/s^2]
Time: 17.76[s], x=12.27306[m], y=16.99629[m], yaw=6.45618[rad], v=7.67631[m/s], steer=-0.00516[rad], accel=2.00000[m/s^2]
Time: 17.80[s], x=12.57552[m], y=17.04914[m], yaw=6.45554[rad], v=7.75631[m/s], steer=0.06289[rad], accel=2.00000[m/s^2]
Time: 17.84[s], x=12.88118[m], y=17.10235[m], yaw=6.46336[rad], v=7.83631[m/s], steer=0.07830[rad], accel=2.00000[m/s^2]
Time: 17.88[s], x=13.18956[m], y=17.15852[m], yaw=6.47319[rad], v=7.91631[m/s], steer=0.06001[rad], accel=2.00000[m/s^2]
Time: 17.92[s], x=13.50051[m], y=17.21832[m], yaw=6.48080[rad], v=7.99631[m/s], steer=0.04856[rad], accel=2.00000[m/s^2]
Time: 17.96[s], x=13.81414[m], y=17.28112[m], yaw=6.48702[rad], v=8.07631[m/s], steer=0.04548[rad], accel=2.00000[m/s^2]
Time: 18.00[s], x=14.13050[m], y=17.34652[m], yaw=6.49290[rad], v=8.15631[m/s], steer=0.06002[rad], accel=2.00000[m/s^2]
Time: 18.04[s], x=14.44961[m], y=17.41444[m], yaw=6.50074[rad], v=8.23631[m/s], steer=0.11780[rad], accel=2.00000[m/s^2]
Time: 18.08[s], x=14.77129[m], y=17.48555[m], yaw=6.51634[rad], v=8.31631[m/s], steer=0.25383[rad], accel=2.00000[m/s^2]
Time: 18.12[s], x=15.09494[m], y=17.56241[m], yaw=6.55086[rad], v=8.39631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.16[s], x=15.41884[m], y=17.65124[m], yaw=6.62831[rad], v=8.47631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.20[s], x=15.73790[m], y=17.76595[m], yaw=6.70651[rad], v=8.55631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.24[s], x=16.04994[m], y=17.90654[m], yaw=6.78544[rad], v=8.63631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.28[s], x=16.35273[m], y=18.07284[m], yaw=6.86511[rad], v=8.71631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.32[s], x=16.64400[m], y=18.26447[m], yaw=6.94551[rad], v=8.79631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.36[s], x=16.92145[m], y=18.48084[m], yaw=7.02666[rad], v=8.87631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.40[s], x=17.18282[m], y=18.72116[m], yaw=7.10854[rad], v=8.95631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.44[s], x=17.42582[m], y=18.98440[m], yaw=7.19116[rad], v=9.03631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.48[s], x=17.64824[m], y=19.26932[m], yaw=7.27452[rad], v=9.11631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.52[s], x=17.84791[m], y=19.57444[m], yaw=7.35861[rad], v=9.19631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.56[s], x=18.02277[m], y=19.89808[m], yaw=7.44345[rad], v=9.27631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.60[s], x=18.17086[m], y=20.23830[m], yaw=7.52902[rad], v=9.35631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.64[s], x=18.29034[m], y=20.59297[m], yaw=7.61533[rad], v=9.43631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.68[s], x=18.37957[m], y=20.95972[m], yaw=7.70238[rad], v=9.51631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.72[s], x=18.43706[m], y=21.33601[m], yaw=7.79017[rad], v=9.59631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.76[s], x=18.46153[m], y=21.71908[m], yaw=7.87869[rad], v=9.67631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.80[s], x=18.45197[m], y=22.10601[m], yaw=7.96795[rad], v=9.75631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.84[s], x=18.40759[m], y=22.49373[m], yaw=8.05795[rad], v=9.83631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.88[s], x=18.32789[m], y=22.87903[m], yaw=8.14869[rad], v=9.91631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.92[s], x=18.21268[m], y=23.25858[m], yaw=8.24017[rad], v=9.99631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 18.96[s], x=18.06207[m], y=23.62898[m], yaw=8.33238[rad], v=10.07631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.00[s], x=17.87652[m], y=23.98679[m], yaw=8.42534[rad], v=10.15631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.04[s], x=17.65683[m], y=24.32851[m], yaw=8.51903[rad], v=10.23631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.08[s], x=17.40416[m], y=24.65071[m], yaw=8.61345[rad], v=10.31631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.12[s], x=17.12003[m], y=24.94996[m], yaw=8.70862[rad], v=10.39631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.16[s], x=16.80634[m], y=25.22296[m], yaw=8.80452[rad], v=10.47631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.20[s], x=16.46535[m], y=25.46653[m], yaw=8.90117[rad], v=10.55631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.24[s], x=16.09967[m], y=25.67766[m], yaw=8.99855[rad], v=10.63631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.28[s], x=15.71228[m], y=25.85356[m], yaw=9.09667[rad], v=10.71631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.32[s], x=15.30649[m], y=25.99170[m], yaw=9.19552[rad], v=10.79631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.36[s], x=14.88594[m], y=26.08984[m], yaw=9.29512[rad], v=10.87631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.40[s], x=14.45454[m], y=26.14609[m], yaw=9.39545[rad], v=10.95631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.44[s], x=14.01648[m], y=26.15894[m], yaw=9.49652[rad], v=11.03631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.48[s], x=13.57616[m], y=26.12730[m], yaw=9.59833[rad], v=11.11631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.52[s], x=13.13819[m], y=26.05052[m], yaw=9.70087[rad], v=11.19631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.56[s], x=12.70730[m], y=25.92843[m], yaw=9.80416[rad], v=11.27631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.60[s], x=12.28832[m], y=25.76139[m], yaw=9.90818[rad], v=11.35631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.64[s], x=11.88611[m], y=25.55026[m], yaw=10.01294[rad], v=11.43631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.68[s], x=11.50553[m], y=25.29645[m], yaw=10.11844[rad], v=11.51631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.72[s], x=11.15133[m], y=25.00193[m], yaw=10.22467[rad], v=11.59631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.76[s], x=10.82812[m], y=24.66921[m], yaw=10.33165[rad], v=11.67631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.80[s], x=10.54032[m], y=24.30137[m], yaw=10.43936[rad], v=11.75631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.84[s], x=10.29204[m], y=23.90201[m], yaw=10.54781[rad], v=11.83631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.88[s], x=10.08706[m], y=23.47523[m], yaw=10.65700[rad], v=11.91631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.92[s], x=9.92874[m], y=23.02564[m], yaw=10.76692[rad], v=11.99631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 19.96[s], x=9.81997[m], y=22.55828[m], yaw=10.87759[rad], v=12.07631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.00[s], x=9.76311[m], y=22.07858[m], yaw=10.98899[rad], v=12.15631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.04[s], x=9.75991[m], y=21.59234[m], yaw=11.10113[rad], v=12.23631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.08[s], x=9.81148[m], y=21.10561[m], yaw=11.21401[rad], v=12.31631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.12[s], x=9.91823[m], y=20.62466[m], yaw=11.32762[rad], v=12.39631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.16[s], x=10.07987[m], y=20.15590[m], yaw=11.44198[rad], v=12.47631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.20[s], x=10.29532[m], y=19.70575[m], yaw=11.55707[rad], v=12.55631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.24[s], x=10.56275[m], y=19.28061[m], yaw=11.67290[rad], v=12.63631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.28[s], x=10.87952[m], y=18.88674[m], yaw=11.78947[rad], v=12.71631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.32[s], x=11.24223[m], y=18.53013[m], yaw=11.90677[rad], v=12.79631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.36[s], x=11.64672[m], y=18.21647[m], yaw=12.02482[rad], v=12.87631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.40[s], x=12.08807[m], y=17.95098[m], yaw=12.14360[rad], v=12.95631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.44[s], x=12.56069[m], y=17.73834[m], yaw=12.26312[rad], v=13.03631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.48[s], x=13.05835[m], y=17.58262[m], yaw=12.38338[rad], v=13.11631[m/s], steer=0.50619[rad], accel=2.00000[m/s^2]
Time: 20.52[s], x=13.57424[m], y=17.48715[m], yaw=12.49972[rad], v=13.19631[m/s], steer=0.45578[rad], accel=2.00000[m/s^2]
Time: 20.56[s], x=14.10092[m], y=17.45199[m], yaw=12.60322[rad], v=13.27631[m/s], steer=0.51898[rad], accel=2.00000[m/s^2]
Time: 20.60[s], x=14.63162[m], y=17.47155[m], yaw=12.72455[rad], v=13.35631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.64[s], x=15.15920[m], y=17.55571[m], yaw=12.84776[rad], v=13.43631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.68[s], x=15.67551[m], y=17.70496[m], yaw=12.97171[rad], v=13.51631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.72[s], x=16.17235[m], y=17.91816[m], yaw=13.09640[rad], v=13.59631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.76[s], x=16.64159[m], y=18.19311[m], yaw=13.22182[rad], v=13.67631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.80[s], x=17.07528[m], y=18.52654[m], yaw=13.34798[rad], v=13.75631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.84[s], x=17.46583[m], y=18.91415[m], yaw=13.47488[rad], v=13.83631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.88[s], x=17.80616[m], y=19.35060[m], yaw=13.60252[rad], v=13.91631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.92[s], x=18.08980[m], y=19.82957[m], yaw=13.73090[rad], v=13.99631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 20.96[s], x=18.31104[m], y=20.34385[m], yaw=13.86001[rad], v=14.07631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.00[s], x=18.46511[m], y=20.88542[m], yaw=13.98986[rad], v=14.15631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.04[s], x=18.54822[m], y=21.44554[m], yaw=14.12045[rad], v=14.23631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.08[s], x=18.55774[m], y=22.01491[m], yaw=14.25178[rad], v=14.31631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.12[s], x=18.49225[m], y=22.58381[m], yaw=14.38384[rad], v=14.39631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.16[s], x=18.35163[m], y=23.14223[m], yaw=14.51665[rad], v=14.47631[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.20[s], x=18.13713[m], y=23.68008[m], yaw=14.65019[rad], v=14.55630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.24[s], x=17.85136[m], y=24.18738[m], yaw=14.78447[rad], v=14.63630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
